vehicle_id,date,time,full_record_name,,,,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-47-20.00098,标准存储,2025-01-26 22:25:19,882.89MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-48-20.00099,标准存储,2025-01-26 22:25:19,879MB,

0094,2025-01-26,14-07-54,full_record.2025-01-26-15-49-21.00100,标准存储,2025-01-26 22:25:19,930.16MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-50-21.00101,标准存储,2025-01-26 22:25:14,816.3MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-51-21.00102,标准存储,2025-01-26 22:25:19,850.04MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-52-21.00103,标准存储,2025-01-26 22:25:17,913.16MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-53-21.00104,标准存储,2025-01-26 22:25:19,893.53MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-54-21.00105,标准存储,2025-01-26 22:25:20,920.99MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-55-21.00106,标准存储,2025-01-26 22:25:18,939.59MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-56-21.00107,标准存储,2025-01-26 22:25:16,915.41MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-57-21.00108,标准存储,2025-01-26 22:25:19,927.51MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-58-21.00109,标准存储,2025-01-26 22:25:20,940.54MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-15-59-21.00110,标准存储,2025-01-26 22:25:16,935.37MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-00-21.00111,标准存储,2025-01-26 22:25:16,896.74MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-01-21.00112,标准存储,2025-01-26 22:25:18,899.65MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-02-21.00113,标准存储,2025-01-26 22:25:15,916.71MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-03-21.00114,标准存储,2025-01-26 22:25:19,920.1MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-04-21.00115,标准存储,2025-01-26 22:25:18,902.36MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-05-21.00116,标准存储,2025-01-26 22:25:20,896.85MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-06-21.00117,标准存储,2025-01-26 22:25:22,921.11MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-07-21.00118,标准存储,2025-01-26 22:25:20,910.02MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-08-21.00119,标准存储,2025-01-26 22:25:19,909.57MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-09-21.00120,标准存储,2025-01-26 22:25:16,902MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-10-21.00121,标准存储,2025-01-26 22:25:20,886.42MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-11-21.00122,标准存储,2025-01-26 22:25:19,891.16MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-12-21.00123,标准存储,2025-01-26 22:25:19,862.61MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-16-13-21.00124,标准存储,2025-01-26 22:25:07,81.96MB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-17-12-10.00000,标准存储,2025-01-26 22:25:18,1.11GB,
0094,2025-01-26,14-07-54,full_record.2025-01-26-17-13-10.00001,标准存储,2025-01-26 22:25:16,1.12GB,
