vehicle_id,date,time,full_record_name,,,,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-38-57.00028,标准存储,2025-02-06 00:09:37,837.24MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-39-57.00029,标准存储,2025-02-06 00:08:56,849.38MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-40-57.00030,标准存储,2025-02-06 00:09:38,870.4MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-41-57.00031,标准存储,2025-02-06 00:08:56,859.18MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-42-57.00032,标准存储,2025-02-06 00:09:48,900.98MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-43-57.00033,标准存储,2025-02-06 00:10:25,933.28MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-44-57.00034,标准存储,2025-02-06 00:10:50,928.28MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-45-57.00035,标准存储,2025-02-06 00:08:57,961.1MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-46-57.00036,标准存储,2025-02-06 00:09:48,956.31MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-47-57.00037,标准存储,2025-02-06 00:10:25,953.52MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-48-57.00038,标准存储,2025-02-06 00:10:51,915.61MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-49-57.00039,标准存储,2025-02-06 00:10:16,928.57MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-50-57.00040,标准存储,2025-02-06 00:08:58,935.93MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-51-57.00041,标准存储,2025-02-06 00:09:39,946.48MB,
0094,2025-02-05,14-13-14,full_record.2025-02-05-17-52-57.00042,标准存储,2025-02-06 00:10:22,667.24MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-12-13.00000,标准存储,2025-02-05 23:50:59,902.15MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-13-13.00001,标准存储,2025-02-05 23:50:28,935.9MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-14-13.00002,标准存储,2025-02-05 23:51:13,912.94MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-15-13.00003,标准存储,2025-02-05 23:51:30,865.94MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-16-13.00004,标准存储,2025-02-05 23:50:58,846.21MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-17-13.00005,标准存储,2025-02-05 23:50:27,876.6MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-18-13.00006,标准存储,2025-02-05 23:51:13,862.81MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-19-13.00007,标准存储,2025-02-05 23:51:31,862.46MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-20-13.00008,标准存储,2025-02-05 23:50:29,899.9MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-21-13.00009,标准存储,2025-02-05 23:51:40,945.31MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-22-13.00010,标准存储,2025-02-05 23:51:21,957.4MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-23-13.00011,标准存储,2025-02-05 23:51:40,911.4MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-24-13.00012,标准存储,2025-02-05 23:51:00,958.65MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-25-13.00013,标准存储,2025-02-05 23:51:13,965.37MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-26-13.00014,标准存储,2025-02-05 23:51:21,978.31MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-27-13.00015,标准存储,2025-02-05 23:51:32,1013.61MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-28-13.00016,标准存储,2025-02-05 23:50:43,996.76MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-29-13.00017,标准存储,2025-02-05 23:50:14,939.33MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-30-13.00018,标准存储,2025-02-05 23:50:44,948.97MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-31-13.00019,标准存储,2025-02-05 23:51:14,958.74MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-32-13.00020,标准存储,2025-02-05 23:51:32,970.91MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-33-13.00021,标准存储,2025-02-05 23:51:14,961.82MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-34-13.00022,标准存储,2025-02-05 23:50:30,930.94MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-35-13.00023,标准存储,2025-02-05 23:51:01,966.09MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-36-13.00024,标准存储,2025-02-05 23:51:33,958.97MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-37-13.00025,标准存储,2025-02-05 23:51:14,964.26MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-38-13.00026,标准存储,2025-02-05 23:50:31,941.78MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-39-13.00027,标准存储,2025-02-05 23:51:01,904.1MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-40-13.00028,标准存储,2025-02-05 23:51:32,905.51MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-41-13.00029,标准存储,2025-02-05 23:50:14,874.83MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-42-13.00030,标准存储,2025-02-05 23:50:44,865.79MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-43-13.00031,标准存储,2025-02-05 23:50:15,842.65MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-44-13.00032,标准存储,2025-02-05 23:51:22,850.12MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-45-13.00033,标准存储,2025-02-05 23:51:01,890.8MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-46-13.00034,标准存储,2025-02-05 23:50:44,825.11MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-47-13.00035,标准存储,2025-02-05 23:50:15,809.43MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-48-13.00036,标准存储,2025-02-05 23:51:22,891.06MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-49-13.00037,标准存储,2025-02-05 23:51:41,876.13MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-50-13.00038,标准存储,2025-02-05 23:51:22,858.27MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-51-13.00039,标准存储,2025-02-05 23:51:01,875.02MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-52-13.00040,标准存储,2025-02-05 23:50:17,925.26MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-53-13.00041,标准存储,2025-02-05 23:50:45,892MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-54-13.00042,标准存储,2025-02-05 23:51:41,886.7MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-55-13.00043,标准存储,2025-02-05 23:51:23,872.44MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-56-13.00044,标准存储,2025-02-05 23:50:16,860.16MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-57-13.00045,标准存储,2025-02-05 23:50:46,837.5MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-58-13.00046,标准存储,2025-02-05 23:51:41,837.46MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-20-59-13.00047,标准存储,2025-02-05 23:51:24,842.3MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-00-13.00048,标准存储,2025-02-05 23:50:46,912.33MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-01-13.00049,标准存储,2025-02-05 23:51:13,911.62MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-02-13.00050,标准存储,2025-02-05 23:51:32,902.83MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-03-13.00051,标准存储,2025-02-05 23:51:13,926.1MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-04-13.00052,标准存储,2025-02-05 23:50:33,916.11MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-05-13.00053,标准存储,2025-02-05 23:51:42,885.7MB,
0094,2025-02-05,20-04-21,full_record.2025-02-05-21-06-13.00054,标准存储,2025-02-05 23:51:31,802.63MB,
