ID,Frame Name,Cycle Time [ms],Launch Type,Launch Parameter,Signal Byte No.,Signal Bit No.,Signal Name,Signal Function,Signal Length [Bit],Signal Default, Signal Not Available,Byteorder,is signed,ADD,Name / Phys. Range,Function / Increment Unit,Value,frame.,signal.
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,0,APCFailrSts,detailed information why this APC maneuver failed,4,0, ,m,u,r,0..15,,"0: NoError, 1: APC1_APA_DriverNotPresent, 2: APC24_RPAAVP_TooHighSlope, 3: TooHighSpeed, 4: UnexpectEPBApply, 5: VehicleBlock, 6: APC24_RPAAVP_TriggerWithoutSecure, 7: Error, 8: Reserved",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,0,APCFailrSts,detailed information why this APC maneuver failed,4,0, ,m,u,r,0..15,,"0: NoError, 1: APC1_APA_DriverNotPresent, 2: APC24_RPAAVP_TooHighSlope, 3: TooHighSpeed, 4: UnexpectEPBApply, 5: VehicleBlock, 6: APC24_RPAAVP_TriggerWithoutSecure, 7: Error, 8: Reserved",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,0,APCFailrSts,detailed information why this APC maneuver failed,4,0, ,m,u,r,0..15,,"0: NoError, 1: APC1_APA_DriverNotPresent, 2: APC24_RPAAVP_TooHighSlope, 3: TooHighSpeed, 4: UnexpectEPBApply, 5: VehicleBlock, 6: APC24_RPAAVP_TriggerWithoutSecure, 7: Error, 8: Reserved",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,0,APCFailrSts,detailed information why this APC maneuver failed,4,0, ,m,u,r,0..15,,"0: NoError, 1: APC1_APA_DriverNotPresent, 2: APC24_RPAAVP_TooHighSlope, 3: TooHighSpeed, 4: UnexpectEPBApply, 5: VehicleBlock, 6: APC24_RPAAVP_TriggerWithoutSecure, 7: Error, 8: Reserved",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,4,APAActrAvl,Flag indicate APA availability for longitudinal control,1,0, ,m,u,r,0..1,,"0: NotAvailable, 1: Available",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,4,APAActrAvl,Flag indicate APA availability for longitudinal control,1,0, ,m,u,r,0..1,,"0: NotAvailable, 1: Available",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,5,APCSts,Longitudinal controller status,3,0.0, ,m,u,r,0..4,,"0: Standby, 1: Active_APA, 2: Active_RPA, 3: Active_AVP, 4: Active_DynamicAVP",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,5,APCSts,Longitudinal controller status,3,0.0, ,m,u,r,0..4,,"0: Standby, 1: Active_APA, 2: Active_RPA, 3: Active_AVP, 4: Active_DynamicAVP",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,5,APCSts,Longitudinal controller status,3,0.0, ,m,u,r,0..4,,"0: Standby, 1: Active_APA, 2: Active_RPA, 3: Active_AVP, 4: Active_DynamicAVP",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,5,APCSts,Longitudinal controller status,3,0.0, ,m,u,r,0..4,,"0: Standby, 1: Active_APA, 2: Active_RPA, 3: Active_AVP, 4: Active_DynamicAVP",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,21,5,APCSts,Longitudinal controller status,3,0.0, ,m,u,r,0..4,,"0: Standby, 1: Active_APA, 2: Active_RPA, 3: Active_AVP, 4: Active_DynamicAVP",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,0,APCActvVehHld,Flag indicate that vehicle is activly hold by longitudinal actuator controller,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,0,APCActvVehHld,Flag indicate that vehicle is activly hold by longitudinal actuator controller,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,1,APCDrvrBrkOvrdFlg,Indicate driver brakes more than the system.,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,1,APCDrvrBrkOvrdFlg,Indicate driver brakes more than the system.,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,3,0,TarRecuTqReq,Target Recuperation Torque Request to Generator,15,0.0, ,m,u,r,-32767..0,Nm,,,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,2,RPAAVPActrAvl,Flag indicate RPA  AVP availability for longitudinal control,2,0, ,m,u,r,0..3,,"0: Not_Available, 1: Available, 2: Test_Pending",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,2,RPAAVPActrAvl,Flag indicate RPA  AVP availability for longitudinal control,2,0, ,m,u,r,0..3,,"0: Not_Available, 1: Available, 2: Test_Pending",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,22,2,RPAAVPActrAvl,Flag indicate RPA  AVP availability for longitudinal control,2,0, ,m,u,r,0..3,,"0: Not_Available, 1: Available, 2: Test_Pending",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,4,7,BCSLgtCtrlPtTarTqEna,BCS longitudinal powertrain torque request,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,4,7,BCSLgtCtrlPtTarTqEna,BCS longitudinal powertrain torque request,1,0, ,m,u,r,0..1,,"0: False, 1: True",,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,5,0,BCSLgtCtrlPtTarTq,BCS longitudinal powertrain target torque,16,0.0, ,m,s,r,-30000..30000,Nm,,,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,7,0,CstRgnBlendTqReqFA,Coast Regen Blending Torque Request FA,16,0.0, ,m,s,r,-30000..30000,Nm,,,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,9,0,CstRgnBlendTqReqRA,Coast Regen Blending Torque Request FA,16,0.0, ,m,s,r,-30000..30000,Nm,,,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,11,0,TarRdcdPtTqFA,Target reduced powertrain torque FA,16,30000.0, ,m,s,r,-30000..30000,Nm,,,
152h,BCS_ChassisCANFD_0x152,10,cyclic,0,13,0,TarRdcdPtTqRA,Target reduced powertrain torque RA,16,30000.0, ,m,s,r,-30000..30000,Nm,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,1,0,PASBrkFrmADDSigGrpChks,,8,0, ,m,u,s,0..255,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,0,PASBrkFcnModMainFrmADD,Indicate APA or RPA Backup,3,0, ,m,u,s,0..7,,"0: None, 1: APA, 2: RPA, 3: HPP, 4: AVP, 5: DynamicAVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,14,4,HPPAVPSteerReqSigGrpCntr,,4,0.0, ,m,u,s,0..15,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,15,0,HPPAVPSteerWhlAglReqVal,HPP AVP  Steering Wheel Angle Request Value,15,0.0000, ,m,s,s,-780..780,0.0625  deg,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,3,PASReqAccCtrlEnaMainFrmADD,PAS request target acc deceleration control valid Backup,1,0, ,m,u,s,0..1,,"0: Disable, 1: Enable",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,3,PASReqAccCtrlEnaMainFrmADD,PAS request target acc deceleration control valid Backup,1,0, ,m,u,s,0..1,,"0: Disable, 1: Enable",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,0,HPPAVPRecoverIndCtrl,HPP AVP recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,0,HPPAVPRecoverIndCtrl,HPP AVP recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,2,4,PASBrkFrmADDSigGrpCntr,,4,0, ,m,u,s,0..15,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,2,HPPAVPSteerWhlCtrlReqSts,HPP AVP Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,2,HPPAVPSteerWhlCtrlReqSts,HPP AVP Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,2,HPPAVPSteerWhlCtrlReqSts,HPP AVP Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,17,2,HPPAVPSteerWhlCtrlReqSts,HPP AVP Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,22,0,ParkSteerWhlAngReqSigGrpChks,,8,0, ,m,u,s,0..255,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,3,0,PASVlcTarAccFromPASMainFrmADD,VLC target acc/deceleration from PAS Backup,12,0.00, ,m,u,s,-10..30.95,0.01  mps2,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,23,4,ParkSteerWhlAngReqSigGrpCntr,,4,0, ,m,u,s,0..15,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,3,ParkRecoverIndCtrlFrmADD,Parking recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request, 2: Reserved, 3: Reserved",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,3,ParkRecoverIndCtrlFrmADD,Parking recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request, 2: Reserved, 3: Reserved",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,3,ParkRecoverIndCtrlFrmADD,Parking recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request, 2: Reserved, 3: Reserved",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,3,ParkRecoverIndCtrlFrmADD,Parking recovery interrupt indication,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Request, 2: Reserved, 3: Reserved",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,5,ParkEPSLateralCtrlTypeFrmADD,The type of lateral control  Which contain  APA RPA HPP AVP,3,0, ,m,u,s,0..7,,"0: Inhibited, 1: APA_RPA, 2: HPP_AVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,5,ParkEPSLateralCtrlTypeFrmADD,The type of lateral control  Which contain  APA RPA HPP AVP,3,0, ,m,u,s,0..7,,"0: Inhibited, 1: APA_RPA, 2: HPP_AVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,24,5,ParkEPSLateralCtrlTypeFrmADD,The type of lateral control  Which contain  APA RPA HPP AVP,3,0, ,m,u,s,0..7,,"0: Inhibited, 1: APA_RPA, 2: HPP_AVP",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,25,0,ParkSteerWhlAglReqValFrmADD,Parking  Steering Wheel Angle Request Value,15,0.0000, ,m,s,s,-1024..1023.94,0.0625  deg,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,27,1,ParkSteerWhlCtrlReqStsFrmADD,Parking Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,27,1,ParkSteerWhlCtrlReqStsFrmADD,Parking Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,27,1,ParkSteerWhlCtrlReqStsFrmADD,Parking Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,27,1,ParkSteerWhlCtrlReqStsFrmADD,Parking Steering Wheel Control Request Status,2,0, ,m,u,s,0..3,,"0: NoRequest, 1: Ready, 2: active, 3: Failure",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,4,4,PASReqBrkPrfeMainFrmADD,PAS request Brake Preferred Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,4,4,PASReqBrkPrfeMainFrmADD,PAS request Brake Preferred Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,5,0,PASUpprLimForAccrCmftMainFrmADD,upper limit for acceleration comfort zone Backup,8,0.00, ,m,u,s,0..2.55,0.01  mps2,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,6,0,PASLoLimForAccrCmftMainFrmADD,low limit for acceleration comfort zone Backup,8,0.00, ,m,u,s,0..2.55,0.01  mps2,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,7,0,PASRemaDstMainFrmADD,Remaining Distance Backup,12,0.0, ,m,u,s,0..4095,,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,9,0,PASMinAllwdJerkOfAccrMainFrmADD,the minimum allowd jerk of the target acceleration Backup,8,0.0, ,m,u,s,0..25.5,0.1  mps3,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,0,PASReqDrvOffMainFrmADD,PAS request ESP CDD S  drive off Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,0,PASReqDrvOffMainFrmADD,PAS request ESP CDD S  drive off Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,1,PASReqDclUtiStslMainFrmADD,PAS request ESP VLC to decelerate untill standstill Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,1,PASReqDclUtiStslMainFrmADD,PAS request ESP VLC to decelerate untill standstill Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,2,PASEmgyBrkReqMainFrmADD,Emergency Brake Request Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,2,PASEmgyBrkReqMainFrmADD,Emergency Brake Request Backup,1,0, ,m,u,s,0..1,,"0: No_request, 1: Request",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,4,PASShdModReqMainFrmADD,the shutdown mode request to ESC VLC Backup,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Soft_Off, 2: Fast_Off, 3: Immediate_Off",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,4,PASShdModReqMainFrmADD,the shutdown mode request to ESC VLC Backup,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Soft_Off, 2: Fast_Off, 3: Immediate_Off",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,4,PASShdModReqMainFrmADD,the shutdown mode request to ESC VLC Backup,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Soft_Off, 2: Fast_Off, 3: Immediate_Off",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,4,PASShdModReqMainFrmADD,the shutdown mode request to ESC VLC Backup,2,0, ,m,u,s,0..3,,"0: No_Request, 1: Soft_Off, 2: Fast_Off, 3: Immediate_Off",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,6,ParkAPBReqMainFrmADD,Parking APB request,2,0, ,m,u,s,0..3,,"0: no_request, 1: Request_Release, 2: Request_Closed",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,6,ParkAPBReqMainFrmADD,Parking APB request,2,0, ,m,u,s,0..3,,"0: no_request, 1: Request_Release, 2: Request_Closed",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,10,6,ParkAPBReqMainFrmADD,Parking APB request,2,0, ,m,u,s,0..3,,"0: no_request, 1: Request_Release, 2: Request_Closed",,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,11,0,PASMaxAllwdJerkOfAccrMainFrmADD,the maximum allowed jerk of the target acceleration,8,0.0, ,m,u,s,0..25.5,0.1  mps3,,,
155h,ADD_ChassisCANFD_0x155,20,cyclic,0,13,0,HPPAVPSteerReqSigGrpChks,,8,0.0, ,m,u,s,0..255,,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,1,0,FailrStsSigGrpChks,,8,0, ,m,u,r,0..255,,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,0,FailrSts,"EPS ¹ÊÕÏ×´Ì¬
EPS Failure Status",3,0, ,m,u,r,0..7,,"0: SteerNormal, 1: SteerAssitTempRed, 2: SteerAssitServReq, 3: SteerAssitErrStopVehicle, 4: Notused, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,2,4,FailrStsSigGrpCntr,,4,0, ,m,u,r,0..15,,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,0,DSTReqCtrlSts,"EPS ·´À¡BCSµ±Ç°DST¹¦ÄÜµÄfault×´Ì¬
EPS status related to execution of DST from BCS",3,0, ,m,u,r,0..7,,"0: Normal, 1: Ready, 2: Active, 3: ReversibleError, 4: InreversibleError, 5: Reserved, 6: Reserved, 7: Reserved",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,3,HODSts,"EPS ¼ì²â¼ÝÊ»Ô±ÊÖÊÇ·ñÔÚ·½ÏòÅÌÉÏ
EPS indicate the driver hands on the steering wheel or not",2,0, ,m,u,r,0..3,,"0: NoInfo, 1: NotHandsOnOrHandsOff, 2: HandsOff, 3: HandsOn",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,3,HODSts,"EPS ¼ì²â¼ÝÊ»Ô±ÊÖÊÇ·ñÔÚ·½ÏòÅÌÉÏ
EPS indicate the driver hands on the steering wheel or not",2,0, ,m,u,r,0..3,,"0: NoInfo, 1: NotHandsOnOrHandsOff, 2: HandsOff, 3: HandsOn",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,3,HODSts,"EPS ¼ì²â¼ÝÊ»Ô±ÊÖÊÇ·ñÔÚ·½ÏòÅÌÉÏ
EPS indicate the driver hands on the steering wheel or not",2,0, ,m,u,r,0..3,,"0: NoInfo, 1: NotHandsOnOrHandsOff, 2: HandsOff, 3: HandsOn",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,3,HODSts,"EPS ¼ì²â¼ÝÊ»Ô±ÊÖÊÇ·ñÔÚ·½ÏòÅÌÉÏ
EPS indicate the driver hands on the steering wheel or not",2,0, ,m,u,r,0..3,,"0: NoInfo, 1: NotHandsOnOrHandsOff, 2: HandsOff, 3: HandsOn",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,5,HODVld,"HOD ÐÅºÅÓÐÐ§Î»
HOD signal Valid Flag",1,0, ,m,u,r,0..1,,"0: Valid, 1: Invalid",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,3,5,HODVld,"HOD ÐÅºÅÓÐÐ§Î»
HOD signal Valid Flag",1,0, ,m,u,r,0..1,,"0: Valid, 1: Invalid",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,4,0,HODQly,"HOD ÐÅºÅÖÃÐÅ¶ÈÖµ
Indicate the HOD signal confidence  spcifically for hands off detect.",8,0.0, ,m,u,r,0..100,%,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,5,0,PasReqSigGrpChks,,8,0, ,m,u,r,0..255,,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,6,4,PasReqSigGrpCntr,,4,0, ,m,u,r,0..15,,,,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,7,0,PASReqFbSts,"EPS ¶ÔÓÚPASµÄÇëÇó·´À¡
EPS feedback for PAS request",3,0, ,m,u,r,0..7,,"0: Initial, 1: Ready, 2: Open, 3: Active, 4: Fault, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,7,0,PASReqFbSts,"EPS ¶ÔÓÚPASµÄÇëÇó·´À¡
EPS feedback for PAS request",3,0, ,m,u,r,0..7,,"0: Initial, 1: Ready, 2: Open, 3: Active, 4: Fault, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,7,0,PASReqFbSts,"EPS ¶ÔÓÚPASµÄÇëÇó·´À¡
EPS feedback for PAS request",3,0, ,m,u,r,0..7,,"0: Initial, 1: Ready, 2: Open, 3: Active, 4: Fault, 5: Notused, 6: Notused, 7: Notused",,
161h,EPS_ChassisCANFD_0x161,20,cyclic,0,7,0,PASReqFbSts,"EPS ¶ÔÓÚPASµÄÇëÇó·´À¡
EPS feedback for PAS request",3,0, ,m,u,r,0..7,,"0: Initial, 1: Ready, 2: Open, 3: Active, 4: Fault, 5: Notused, 6: Notused, 7: Notused",,
