,vehicle_name,start_time,end_time,avg_v_err,v_rmse,avg_a_err,a_rmse
0,pdb-l4e-b0007,2023-05-01 10:28:00.00,2023-05-01 10:30:00.00,-0.0012569957284948622,0.027804690126649424,-6.629439902189323e-05,0.026162324627047474
1,pdb-l4e-b0007,2023-05-01 11:58:00.00,2023-05-01 12:00:00.00,0.015353614357758024,0.029737298319915447,0.007355553853150606,0.023800425655628822
